primary_key,codes,work_load,year,work_uta
680,,Outros membros da família,1999,375
681,,Mão-de-obra agrícola não familiar,1999,65
682,,Permanente,1999,17
683,,Eventual,1999,45
684,,Mão-de-obra não contratada pelo produtor,1999,3
685,111160301,Mão-de-obra agrícola total,1989,226
686,111160301,Mão-de-obra agrícola total,2019,142
687,111160301,Mão-de-obra agrícola total,2009,137
688,111160301,Mão-de-obra agrícola total,1999,159
689,,Mão-de-obra agrícola familiar,1999,151
690,,Produtor,1999,75
691,,Cônjuge,1999,47
692,,Outros membros da família,1999,29
693,,Mão-de-obra agrícola não familiar,1999,8
694,,Permanente,1999,0
695,,Eventual,1999,8
696,,Mão-de-obra não contratada pelo produtor,1999,0
697,111160304,Mão-de-obra agrícola total,1989,161
698,111160304,Mão-de-obra agrícola total,2019,24
699,111160304,Mão-de-obra agrícola total,2009,36
700,111160304,Mão-de-obra agrícola total,1999,101
701,,Mão-de-obra agrícola familiar,1999,101
702,,Produtor,1999,57
703,,Cônjuge,1999,23
704,,Outros membros da família,1999,21
705,,Mão-de-obra agrícola não familiar,1999,1
706,,Permanente,1999,0
707,,Eventual,1999,0
708,,Mão-de-obra não contratada pelo produtor,1999,0
709,111160305,Mão-de-obra agrícola total,1989,331
710,111160305,Mão-de-obra agrícola total,2019,22
711,111160305,Mão-de-obra agrícola total,2009,46
712,111160305,Mão-de-obra agrícola total,1999,38
713,,Mão-de-obra agrícola familiar,1999,36
714,,Produtor,1999,17
715,,Cônjuge,1999,12
716,,Outros membros da família,1999,7
717,,Mão-de-obra agrícola não familiar,1999,2
718,,Permanente,1999,0
719,,Eventual,1999,2
720,,Mão-de-obra não contratada pelo produtor,1999,0
721,111160307,Mão-de-obra agrícola total,1989,280
722,111160307,Mão-de-obra agrícola total,2019,31
723,111160307,Mão-de-obra agrícola total,2009,62
724,111160307,Mão-de-obra agrícola total,1999,130
725,,Mão-de-obra agrícola familiar,1999,128
726,,Produtor,1999,61
727,,Cônjuge,1999,43
728,,Outros membros da família,1999,24
729,,Mão-de-obra agrícola não familiar,1999,2
730,,Permanente,1999,1
731,,Eventual,1999,0
732,,Mão-de-obra não contratada pelo produtor,1999,0
733,111160308,Mão-de-obra agrícola total,1989,123
734,111160308,Mão-de-obra agrícola total,2019,22
735,111160308,Mão-de-obra agrícola total,2009,56
736,111160308,Mão-de-obra agrícola total,1999,81
737,,Mão-de-obra agrícola familiar,1999,81
738,,Produtor,1999,42
739,,Cônjuge,1999,20
740,,Outros membros da família,1999,18
741,,Mão-de-obra agrícola não familiar,1999,1
742,,Permanente,1999,0
743,,Eventual,1999,0
744,,Mão-de-obra não contratada pelo produtor,1999,0
745,111160311,Mão-de-obra agrícola total,1989,427
746,111160311,Mão-de-obra agrícola total,2019,161
747,111160311,Mão-de-obra agrícola total,2009,162
748,111160311,Mão-de-obra agrícola total,1999,247
749,,Mão-de-obra agrícola familiar,1999,226
750,,Produtor,1999,111
751,,Cônjuge,1999,70
752,,Outros membros da família,1999,45
753,,Mão-de-obra agrícola não familiar,1999,21
754,,Permanente,1999,7
755,,Eventual,1999,13
756,,Mão-de-obra não contratada pelo produtor,1999,1
757,111160313,Mão-de-obra agrícola total,1989,193
758,111160313,Mão-de-obra agrícola total,2019,77
759,111160313,Mão-de-obra agrícola total,2009,80
760,111160313,Mão-de-obra agrícola total,1999,116
761,,Mão-de-obra agrícola familiar,1999,112
762,,Produtor,1999,49
763,,Cônjuge,1999,46
764,,Outros membros da família,1999,17
765,,Mão-de-obra agrícola não familiar,1999,4
766,,Permanente,1999,0
767,,Eventual,1999,4
768,,Mão-de-obra não contratada pelo produtor,1999,0
769,111160317,Mão-de-obra agrícola total,1989,243
770,111160317,Mão-de-obra agrícola total,2019,75
771,111160317,Mão-de-obra agrícola total,2009,103
772,111160317,Mão-de-obra agrícola total,1999,134
773,,Mão-de-obra agrícola familiar,1999,132
774,,Produtor,1999,67
775,,Cônjuge,1999,45
776,,Outros membros da família,1999,20
777,,Mão-de-obra agrícola não familiar,1999,2
778,,Permanente,1999,0
779,,Eventual,1999,2
780,,Mão-de-obra não contratada pelo produtor,1999,0
781,111160319,Mão-de-obra agrícola total,1989,746
782,111160319,Mão-de-obra agrícola total,2019,152
783,111160319,Mão-de-obra agrícola total,2009,198
784,111160319,Mão-de-obra agrícola total,1999,337
785,,Mão-de-obra agrícola familiar,1999,336
786,,Produtor,1999,169
787,,Cônjuge,1999,95
788,,Outros membros da família,1999,73
789,,Mão-de-obra agrícola não familiar,1999,1
790,,Permanente,1999,0
791,,Eventual,1999,0
792,,Mão-de-obra não contratada pelo produtor,1999,0
793,111160320,Mão-de-obra agrícola total,1989,452
794,111160320,Mão-de-obra agrícola total,2019,53
795,111160320,Mão-de-obra agrícola total,2009,77
796,111160320,Mão-de-obra agrícola total,1999,87
797,,Mão-de-obra agrícola familiar,1999,80
798,,Produtor,1999,40
799,,Cônjuge,1999,21
800,,Outros membros da família,1999,19
801,,Mão-de-obra agrícola não familiar,1999,7
802,,Permanente,1999,0
803,,Eventual,1999,7
804,,Mão-de-obra não contratada pelo produtor,1999,0
805,111160321,Mão-de-obra agrícola total,1989,370
806,111160321,Mão-de-obra agrícola total,2019,59
807,111160321,Mão-de-obra agrícola total,2009,119
808,111160321,Mão-de-obra agrícola total,1999,208
809,,Mão-de-obra agrícola familiar,1999,207
810,,Produtor,1999,97
811,,Cônjuge,1999,65
812,,Outros membros da família,1999,46
813,,Mão-de-obra agrícola não familiar,1999,1
814,,Permanente,1999,1
815,,Eventual,1999,0
816,,Mão-de-obra não contratada pelo produtor,1999,0
817,111160322,Mão-de-obra agrícola total,1989,176
818,111160322,Mão-de-obra agrícola total,2019,72
819,111160322,Mão-de-obra agrícola total,2009,86
820,111160322,Mão-de-obra agrícola total,1999,96
821,,Mão-de-obra agrícola familiar,1999,87
822,,Produtor,1999,46
823,,Cônjuge,1999,26
824,,Outros membros da família,1999,15
825,,Mão-de-obra agrícola não familiar,1999,8
826,,Permanente,1999,4
827,,Eventual,1999,5
828,,Mão-de-obra não contratada pelo produtor,1999,0
829,111160323,Mão-de-obra agrícola total,1989,446
830,111160323,Mão-de-obra agrícola total,2019,90
831,111160323,Mão-de-obra agrícola total,2009,145
832,111160323,Mão-de-obra agrícola total,1999,163
833,,Mão-de-obra agrícola familiar,1999,155
834,,Produtor,1999,69
835,,Cônjuge,1999,44
836,,Outros membros da família,1999,41
837,,Mão-de-obra agrícola não familiar,1999,8
838,,Permanente,1999,3
839,,Eventual,1999,4
840,,Mão-de-obra não contratada pelo produtor,1999,0
841,1111604,Mão-de-obra agrícola total,1989,7016
842,1111604,Mão-de-obra agrícola total,2019,1984
843,1111604,Mão-de-obra agrícola total,2009,2997
844,1111604,Mão-de-obra agrícola total,1999,3212
845,,Mão-de-obra agrícola familiar,1999,3002
846,,Produtor,1999,1439
847,,Cônjuge,1999,918
848,,Outros membros da família,1999,645
849,,Mão-de-obra agrícola não familiar,1999,210
850,,Permanente,1999,86
851,,Eventual,1999,115
852,,Mão-de-obra não contratada pelo produtor,1999,8
853,111160401,Mão-de-obra agrícola total,1989,161
854,111160401,Mão-de-obra agrícola total,2019,58
855,111160401,Mão-de-obra agrícola total,2009,69
856,111160401,Mão-de-obra agrícola total,1999,98
857,,Mão-de-obra agrícola familiar,1999,98
858,,Produtor,1999,43
859,,Cônjuge,1999,27
860,,Outros membros da família,1999,27
861,,Mão-de-obra agrícola não familiar,1999,0
862,,Permanente,1999,0
863,,Eventual,1999,0
864,,Mão-de-obra não contratada pelo produtor,1999,0
865,111160404,Mão-de-obra agrícola total,1989,411
866,111160404,Mão-de-obra agrícola total,2019,80
867,111160404,Mão-de-obra agrícola total,2009,122
868,111160404,Mão-de-obra agrícola total,1999,153
869,,Mão-de-obra agrícola familiar,1999,140
870,,Produtor,1999,67
871,,Cônjuge,1999,46
872,,Outros membros da família,1999,27
873,,Mão-de-obra agrícola não familiar,1999,13
874,,Permanente,1999,2
875,,Eventual,1999,12
876,,Mão-de-obra não contratada pelo produtor,1999,0
877,111160405,Mão-de-obra agrícola total,1989,125
878,111160405,Mão-de-obra agrícola total,2019,51
879,111160405,Mão-de-obra agrícola total,2009,65
880,111160405,Mão-de-obra agrícola total,1999,69
881,,Mão-de-obra agrícola familiar,1999,69
882,,Produtor,1999,35
883,,Cônjuge,1999,22
884,,Outros membros da família,1999,12
885,,Mão-de-obra agrícola não familiar,1999,1
886,,Permanente,1999,0
887,,Eventual,1999,1
888,,Mão-de-obra não contratada pelo produtor,1999,0
889,111160406,Mão-de-obra agrícola total,1989,234
890,111160406,Mão-de-obra agrícola total,2019,61
891,111160406,Mão-de-obra agrícola total,2009,104
892,111160406,Mão-de-obra agrícola total,1999,98
893,,Mão-de-obra agrícola familiar,1999,92
894,,Produtor,1999,49
895,,Cônjuge,1999,30
896,,Outros membros da família,1999,13
897,,Mão-de-obra agrícola não familiar,1999,6
898,,Permanente,1999,1
899,,Eventual,1999,4
900,,Mão-de-obra não contratada pelo produtor,1999,0
901,111160407,Mão-de-obra agrícola total,1989,131
902,111160407,Mão-de-obra agrícola total,2019,43
903,111160407,Mão-de-obra agrícola total,2009,54
904,111160407,Mão-de-obra agrícola total,1999,52
905,,Mão-de-obra agrícola familiar,1999,50
906,,Produtor,1999,24
907,,Cônjuge,1999,17
908,,Outros membros da família,1999,9
909,,Mão-de-obra agrícola não familiar,1999,2
910,,Permanente,1999,0
911,,Eventual,1999,2
912,,Mão-de-obra não contratada pelo produtor,1999,0
913,111160410,Mão-de-obra agrícola total,1989,200
914,111160410,Mão-de-obra agrícola total,2019,61
915,111160410,Mão-de-obra agrícola total,2009,76
916,111160410,Mão-de-obra agrícola total,1999,86
917,,Mão-de-obra agrícola familiar,1999,82
918,,Produtor,1999,36
919,,Cônjuge,1999,26
920,,Outros membros da família,1999,20
921,,Mão-de-obra agrícola não familiar,1999,4
922,,Permanente,1999,0
923,,Eventual,1999,3
924,,Mão-de-obra não contratada pelo produtor,1999,0
925,111160411,Mão-de-obra agrícola total,1989,336
926,111160411,Mão-de-obra agrícola total,2019,166
927,111160411,Mão-de-obra agrícola total,2009,195
928,111160411,Mão-de-obra agrícola total,1999,196
929,,Mão-de-obra agrícola familiar,1999,188
930,,Produtor,1999,83
931,,Cônjuge,1999,68
932,,Outros membros da família,1999,38
933,,Mão-de-obra agrícola não familiar,1999,8
934,,Permanente,1999,3
935,,Eventual,1999,5
936,,Mão-de-obra não contratada pelo produtor,1999,0
937,111160415,Mão-de-obra agrícola total,1989,733
938,111160415,Mão-de-obra agrícola total,2019,180
939,111160415,Mão-de-obra agrícola total,2009,356
940,111160415,Mão-de-obra agrícola total,1999,342
941,,Mão-de-obra agrícola familiar,1999,337
942,,Produtor,1999,166
943,,Cônjuge,1999,81
944,,Outros membros da família,1999,90
945,,Mão-de-obra agrícola não familiar,1999,5
946,,Permanente,1999,0
947,,Eventual,1999,4
948,,Mão-de-obra não contratada pelo produtor,1999,1
949,111160418,Mão-de-obra agrícola total,1989,262
950,111160418,Mão-de-obra agrícola total,2019,98
951,111160418,Mão-de-obra agrícola total,2009,113
952,111160418,Mão-de-obra agrícola total,1999,190
953,,Mão-de-obra agrícola familiar,1999,186
954,,Produtor,1999,75
955,,Cônjuge,1999,62
956,,Outros membros da família,1999,50
957,,Mão-de-obra agrícola não familiar,1999,4
958,,Permanente,1999,2
959,,Eventual,1999,2
960,,Mão-de-obra não contratada pelo produtor,1999,1
961,111160420,Mão-de-obra agrícola total,1989,471
962,111160420,Mão-de-obra agrícola total,2019,182
963,111160420,Mão-de-obra agrícola total,2009,192
964,111160420,Mão-de-obra agrícola total,1999,229
965,,Mão-de-obra agrícola familiar,1999,210
966,,Produtor,1999,101
967,,Cônjuge,1999,77
968,,Outros membros da família,1999,32
969,,Mão-de-obra agrícola não familiar,1999,19
970,,Permanente,1999,5
971,,Eventual,1999,13
972,,Mão-de-obra não contratada pelo produtor,1999,1
973,111160421,Mão-de-obra agrícola total,1989,111
974,111160421,Mão-de-obra agrícola total,2019,51
975,111160421,Mão-de-obra agrícola total,2009,75
976,111160421,Mão-de-obra agrícola total,1999,77
977,,Mão-de-obra agrícola familiar,1999,47
978,,Produtor,1999,24
979,,Cônjuge,1999,13
980,,Outros membros da família,1999,11
981,,Mão-de-obra agrícola não familiar,1999,30
982,,Permanente,1999,25
983,,Eventual,1999,4
984,,Mão-de-obra não contratada pelo produtor,1999,0
985,111160422,Mão-de-obra agrícola total,1989,156
986,111160422,Mão-de-obra agrícola total,2019,45
987,111160422,Mão-de-obra agrícola total,2009,72
988,111160422,Mão-de-obra agrícola total,1999,67
989,,Mão-de-obra agrícola familiar,1999,64
990,,Produtor,1999,30
991,,Cônjuge,1999,18
992,,Outros membros da família,1999,16
993,,Mão-de-obra agrícola não familiar,1999,3
994,,Permanente,1999,1
995,,Eventual,1999,1
996,,Mão-de-obra não contratada pelo produtor,1999,0
997,111160423,Mão-de-obra agrícola total,1989,165
998,111160423,Mão-de-obra agrícola total,2019,38
999,111160423,Mão-de-obra agrícola total,2009,53
1000,111160423,Mão-de-obra agrícola total,1999,60
1001,,Mão-de-obra agrícola familiar,1999,60
1002,,Produtor,1999,31
1003,,Cônjuge,1999,19
1004,,Outros membros da família,1999,10
1005,,Mão-de-obra agrícola não familiar,1999,0
1006,,Permanente,1999,0
1007,,Eventual,1999,0
1008,,Mão-de-obra não contratada pelo produtor,1999,0
1009,111160424,Mão-de-obra agrícola total,1989,556
1010,111160424,Mão-de-obra agrícola total,2019,124
1011,111160424,Mão-de-obra agrícola total,2009,214
1012,111160424,Mão-de-obra agrícola total,1999,183
1013,,Mão-de-obra agrícola familiar,1999,179
1014,,Produtor,1999,95
1015,,Cônjuge,1999,46
1016,,Outros membros da família,1999,39
1017,,Mão-de-obra agrícola não familiar,1999,4
1018,,Permanente,1999,0
1019,,Eventual,1999,3
1020,,Mão-de-obra não contratada pelo produtor,1999,1
1021,111160427,Mão-de-obra agrícola total,1989,273
1022,111160427,Mão-de-obra agrícola total,2019,37
1023,111160427,Mão-de-obra agrícola total,2009,89
1024,111160427,Mão-de-obra agrícola total,1999,76
1025,,Mão-de-obra agrícola familiar,1999,69
1026,,Produtor,1999,35
1027,,Cônjuge,1999,20
1028,,Outros membros da família,1999,14
1029,,Mão-de-obra agrícola não familiar,1999,7
1030,,Permanente,1999,2
1031,,Eventual,1999,4
1032,,Mão-de-obra não contratada pelo produtor,1999,0
1033,111160428,Mão-de-obra agrícola total,1989,455
1034,111160428,Mão-de-obra agrícola total,2019,120
1035,111160428,Mão-de-obra agrícola total,2009,256
1036,111160428,Mão-de-obra agrícola total,1999,251
1037,,Mão-de-obra agrícola familiar,1999,243
1038,,Produtor,1999,110
1039,,Cônjuge,1999,80
1040,,Outros membros da família,1999,53
1041,,Mão-de-obra agrícola não familiar,1999,7
1042,,Permanente,1999,1
1043,,Eventual,1999,5
1044,,Mão-de-obra não contratada pelo produtor,1999,1
1045,111160431,Mão-de-obra agrícola total,1989,162
1046,111160431,Mão-de-obra agrícola total,2019,39
1047,111160431,Mão-de-obra agrícola total,2009,41
1048,111160431,Mão-de-obra agrícola total,1999,85
1049,,Mão-de-obra agrícola familiar,1999,84
1050,,Produtor,1999,37
1051,,Cônjuge,1999,21
1052,,Outros membros da família,1999,26
1053,,Mão-de-obra agrícola não familiar,1999,1
1054,,Permanente,1999,1
1055,,Eventual,1999,0
1056,,Mão-de-obra não contratada pelo produtor,1999,0
1057,111160434,Mão-de-obra agrícola total,1989,239
1058,111160434,Mão-de-obra agrícola total,2019,80
1059,111160434,Mão-de-obra agrícola total,2009,128
1060,111160434,Mão-de-obra agrícola total,1999,156
1061,,Mão-de-obra agrícola familiar,1999,151
1062,,Produtor,1999,80
1063,,Cônjuge,1999,37
1064,,Outros membros da família,1999,34
1065,,Mão-de-obra agrícola não familiar,1999,6
1066,,Permanente,1999,5
1067,,Eventual,1999,0
1068,,Mão-de-obra não contratada pelo produtor,1999,0
1069,111160435,Mão-de-obra agrícola total,1989,210
1070,111160435,Mão-de-obra agrícola total,2019,78
1071,111160435,Mão-de-obra agrícola total,2009,122
1072,111160435,Mão-de-obra agrícola total,1999,98
1073,,Mão-de-obra agrícola familiar,1999,82
1074,,Produtor,1999,42
1075,,Cônjuge,1999,26
1076,,Outros membros da família,1999,14
1077,,Mão-de-obra agrícola não familiar,1999,16
1078,,Permanente,1999,7
1079,,Eventual,1999,9
1080,,Mão-de-obra não contratada pelo produtor,1999,0
1081,111160436,Mão-de-obra agrícola total,1989,564
1082,111160436,Mão-de-obra agrícola total,2019,148
1083,111160436,Mão-de-obra agrícola total,2009,198
1084,111160436,Mão-de-obra agrícola total,1999,124
1085,,Mão-de-obra agrícola familiar,1999,101
1086,,Produtor,1999,54
1087,,Cônjuge,1999,35
1088,,Outros membros da família,1999,12
1089,,Mão-de-obra agrícola não familiar,1999,24
1090,,Permanente,1999,10
1091,,Eventual,1999,13
1092,,Mão-de-obra não contratada pelo produtor,1999,1
1093,111160437,Mão-de-obra agrícola total,1989,405
1094,111160437,Mão-de-obra agrícola total,2019,75
1095,111160437,Mão-de-obra agrícola total,2009,128
1096,111160437,Mão-de-obra agrícola total,1999,136
1097,,Mão-de-obra agrícola familiar,1999,121
1098,,Produtor,1999,59
1099,,Cônjuge,1999,45
1100,,Outros membros da família,1999,17
1101,,Mão-de-obra agrícola não familiar,1999,15
1102,,Permanente,1999,6
1103,,Eventual,1999,9
1104,,Mão-de-obra não contratada pelo produtor,1999,0
1105,111160438,Mão-de-obra agrícola total,1989,201
1106,111160438,Mão-de-obra agrícola total,2019,71
1107,111160438,Mão-de-obra agrícola total,2009,85
1108,111160438,Mão-de-obra agrícola total,1999,119
1109,,Mão-de-obra agrícola familiar,1999,88
1110,,Produtor,1999,44
1111,,Cônjuge,1999,23
1112,,Outros membros da família,1999,21
1113,,Mão-de-obra agrícola não familiar,1999,30
